Fecha de venta,Ciudad,Producto,Precio unitario,Cantidad,Monto total,Cliente,Email,ID de orden
5/12/2024,Bogotá,Teléfono-Gama baja-8GB,2211.26,3,6633.78,Lic. Nicol√°s Guevara,reynaldoruelas@garibay.com,ec13955e-4ae5-4e40-93e4-236b0eaab336
12/08/2024,Monterrey,Tablet-Pro-16GB,1397.7,3,4193.1,Araceli Ulloa Blanco,flaviorivera@gmail.com,a5a9edd5-c2b3-4542-ac87-c882564547e6
"Oct 01, 2024",Monterrey,Tablet-Estándar-8GB,1339.17,2,2678.34,Rebeca Salvador Gamez Garc√≠a,qcovarrubias@hotmail.com,53a9e98d-d57a-488e-bcec-701bc4e1ec3e
10/13/2024,   Cali,Tablet-Mini-4GB,992.68,5,4963.4,Marcela P√°ez,gabrieljaime@club.com,e98e23f8-e415-4062-bdbb-4e90ecd252c4
"Nov 01, 2024",Medellín,Auriculares-Bluetooth-16GB,2196.83,5,10984.15,Frida Alba,carmen91@gonzales.org,817537ef-9729-49a5-8458-d7108a639dab
12/30/2024,Guadalajara,Tablet-Estándar-32GB,895.6,3,2686.8,Guillermina Otero,esmeraldaguajardo@yahoo.com,6b2a6d67-9ca9-4751-9892-59fbd4257856
10/06/2024,Monterrey,Tablet-Estándar-8GB,1280.61,5,6403.05,Lic. Elena Zepeda,emiliovillegas@diaz-ulibarri.net,7424e9fb-eb47-4eb6-b0ee-330eb470b214
12/13/2024,Medellín,Laptop-Oficina-32GB,288.64,1,288.64,Karina N√∫√±ez,laura43@yahoo.com,650656a9-a043-47bc-ae91-0380ba19f6d1
11/05/2024,Ciudad de M√©xico,Teléfono-Gama alta-16GB,2092.87,4,8371.48,Reynaldo Dar√≠o Rivas,ynavarro@gmail.com,357c27a8-d03f-45e6-be30-3565ec6d4ff5
"Oct 26, 2024",Bogotá,Auriculares-Con cable-4GB,1631.22,5,8156.1,Carmen Colunga,cesar12@hotmail.com,95e49e46-be39-496b-8a9b-52bd39505406
12/25/2024,Cali,Tablet-Pro-32GB,1068.29,4,4273.16,Federico Alfaro,dmedina@gmail.com,b847cf15-a430-4067-b4ba-2bca14b1ebd1
11/16/2024,Cali,Teléfono-Gama alta-8GB,1216.59,3,3649.77,Mtro. Andrea R√≠os,ujasso@abreu-crespo.info,c433376a-096b-4d0c-b385-da369f628996
12/07/2024,Cali,Laptop-Oficina-32GB,979.2,5,4896,Eugenia Zambrano Casas,esteban25@hotmail.com,ae03b614-5581-49d6-bb73-db61d22a7b6c
11/24/2024,Ciudad de M√©xico,Auriculares-Bluetooth-32GB,1752.21,4,7008.84,Jos√© Luis Ana Mar√≠a Robledo Cort√©s,liliana23@despacho.com,055f940c-62c7-485e-a8a9-6e6970c4bd9d
"Oct 15, 2024",Ciudad de M√©xico,Tablet-Estándar-32GB,2381.87,1,2381.87,Sr(a). Julio C√©sar Collazo,angel71@rincon-perea.com,be245970-0c63-4d78-ae9d-e25f66cad9cf
12/29/2024,Bogotá,Teléfono-Gama alta-4GB,173.98,4,695.92,Lic. Jorge Alva,felipe48@proyectos.com,d4d30727-21e7-45cf-abfd-68611006864c
11/21/2024,Bogotá,Tablet-Mini-4GB,1987.27,3,5961.81,Norma Gast√©lum Est√©vez,qde-la-garza@alejandro.info,7ca60689-ffdb-4ad9-b339-4085c13dfc70
10/24/2024,Guadalajara,Laptop-Oficina-8GB,486.27,5,2431.35,√örsula Guardado,pradooctavio@yahoo.com,36046905-c325-4177-8dd6-ef3a3eefbe09
"Dec 17, 2024",Bogotá,Laptop-Oficina-32GB,1615.07,3,4845.21,Patricio Citlali Rico Jurado,pvalencia@marin.com,55359418-5f6c-4f2b-9e70-525bf3b5c143
12/03/2024,Ciudad de M√©xico,Auriculares-Con cable-8GB,1464.04,4,5856.16,Marisol Ver√≥nica Vel√°squez,lilianaamaya@rangel.com,c331b5bf-7dc0-44f3-bbc6-33242970d6bd
10/18/2024,Monterrey,Laptop-Ultraliviana-8GB,1612.96,1,1612.96,Jos√© Luis Alarc√≥n,maximiliano11@garrido.com,0d3db73a-8164-4ea7-82ec-bc976d02b86a
11/19/2024,Ciudad de M√©xico,Auriculares-Cancelaci√≥n de ruido-16GB,920.68,3,2762.04,Jer√≥nimo Evelio Serrano Almonte,rmireles@hotmail.com,5adc0581-cda3-450e-9af3-c3c10c954910
"Oct 23, 2024",Medellín,Auriculares-Con cable-32GB,499.22,3,1497.66,C√©sar Fabiola Palacios,jose-emiliogamboa@laboratorios.biz,0e28ad98-fe18-44a9-9a89-466a166843e3
11/10/2024,Ciudad de M√©xico,Teléfono-Gama alta-4GB,1650.53,1,1650.53,Julio Fuentes,vnavarro@gmail.com,36de6ea0-d38c-4032-a4ab-885c917e6447
10/16/2024,Guadalajara,Tablet-Mini-16GB,1112.48,2,2224.96,Sr(a). Aurelio Lemus,garaymarco-antonio@gmail.com,9cba1b15-28fd-439f-af54-d9a1bf7128b0
"Dec 24, 2024",Bogotá,Tablet-Estándar-4GB,366.39,4,1465.56,H√©ctor Jos√© Luis Vaca,ignaciocandelaria@merino.com,a244bdbd-1394-4bdb-bbc3-e6fc452874c4
12/04/2024,Medellín,Auriculares-Bluetooth-32GB,1019.3,4,4077.2,Aldo Fonseca,dpolanco@industrias.com,8ccc7ee3-b4a6-404a-9faf-787343dc06f2
11/14/2024,Ciudad de M√©xico,Teléfono-Gama media-4GB,1152.44,5,5762.2,Ing. Abraham Gir√≥n,socorrodel-valle@gmail.com,fe56b9b6-8658-46ab-b178-142e1c6c32ec
"Dec 06, 2024",Monterrey,Laptop-Ultraliviana-32GB,,1,1955.27,Cristal Leticia Varela Soliz,marisoldiaz@gmail.com,bc41d301-8342-4b13-a0a6-0094760ae37b
10/21/2024,Tulum,Laptop-Ultraliviana-8GB,1807.14,5,9035.7,Octavio Santacruz Lucero,marisoldominguez@yahoo.com,4473af02-2d6e-42ae-8fd6-1e6eb2b0c846
"Nov 22, 2024",Medellín,Teléfono-Gama alta-4GB,1175.45,5,5877.25,Dr. Abel Salcedo,marisoltijerina@gmail.com,38bac1f5-8a77-4803-a105-2adcca972ed6
12/14/2024,Bogotá,Laptop-Ultraliviana-32GB,177.74,4,710.96,Abraham Israel Cort√©s Gait√°n,maria-luisacaraballo@garcia-betancourt.com,e14300c1-3569-475f-a547-4c787f5cf604
"Dec 16, 2024",CIUDAD DE M√âXICO,Auriculares-Bluetooth-8GB,1220.85,1,1220.85,Amador √ìscar Orellana,rojohector@gmail.com,f10d3d99-9f63-4b93-a89a-94e952ffcf1c
10/17/2024,Medellín,Laptop-Oficina-32GB,1866.74,4,7466.96,Lourdes Godoy Ni√±o,prietowendolin@abrego-mares.com,8cfb7643-588b-4ac4-8843-ef2886b4bbea
"Oct 25, 2024",Ciudad de M√©xico,Teléfono-Gama baja-4GB,1363.09,5,6815.45,Germ√°n Le√≥n,xespinosa@maestas-zambrano.org,d4f65876-1ffb-4376-ac69-30bc4a1f11d5
"Nov 09, 2024",Medellín,Teléfono-Gama alta-32GB,720.63,1,720.63,Sergio Hugo Benav√≠dez Garc√≠a,jaquezesteban@gmail.com,c100b479-c169-4f62-8d2a-82994a8ef0fa
12/23/2024,Guadalajara,Teléfono-Gama alta-16GB,1719.53,2,3439.06,Alejandro Rodrigo Guillen Paredes,mitzynevarez@barrientos-roque.com,cb2352c0-8796-4ebd-84d7-33203546a4cb
"Oct 19, 2024",Monterrey,Teléfono-Gama alta-4GB,2484.74,5,12423.7,Daniel Campos,jossolorzano@berrios.info,826d9505-bc85-407f-95a3-b12b5fe5566b
11/12/2024,Guadalajara,Tablet-Estándar-4GB,2437.77,2,4875.54,Sr(a). Carla Nev√°rez,gregoriocervantes@hotmail.com,4e35c600-2a16-4f28-9de5-5ac2151674a5
12/28/2024,Cali,Laptop-Oficina-32GB,702.77,3,2108.31,Armando M√≥nica Reyna,bravofrancisco@gmail.com,c29d00e9-6a9a-45f0-b194-a343ff209570
"Oct 13, 2024",Guadalajara,Auriculares-Cancelaci√≥n de ruido-16GB,284.79,5,1423.95,Alta  Gracia Alicia Guzm√°n,rosasgabriela@gmail.com,88268205-0f39-4e9a-9353-1a9ee68c009c
12/26/2024,Guadalajara,Tablet-Mini-32GB,824.79,4,3299.16,Marcos Alba Becerra,emiliano63@gmail.com,1d0dc58b-5630-4061-a4c4-8af444dd978f
"Nov 30, 2024",Ciudad de M√©xico,Laptop-Gaming-32GB,616.36,4,2465.44,Ing. Georgina Preciado,jmacias@salazar.com,fa63cc57-bb9c-4785-aff8-0c7c326b44bd
12/20/2024,Monterrey,Teléfono-Gama alta-8GB,1501.95,2,3003.9,Yuridia Riojas Cotto,nvaladez@yahoo.com,c7ef43ee-8690-4aa4-9f03-8c8f2d905b35
"Oct 11, 2024",Monterrey,Auriculares-Bluetooth-4GB,1429.89,4,5719.56,Luis Manuel Ilse Apodaca,ilse56@tapia-zavala.com,a1cb1e10-0e31-479a-b8bb-5dc909b32b66
"Nov 08, 2024",Monterrey,Auriculares-Cancelación de ruido-4GB,1662.81,5,8314.05,Karla Berr√≠os,tmontoya@gmail.com,34e4f422-3bd5-496a-af08-11ecf5856460
12/05/2024,Guadalajara,Auriculares-Cancelación de ruido-4GB,379.11,1,379.11,Esther Dur√°n,canalesgraciela@merino.net,302bfa8d-a0d2-49bf-ba0e-92515d5d4911
"Nov 07, 2024",Cali,Auriculares-Cancelación de ruido-4GB,2242.24,1,2242.24,Camilo Terrazas Merino,julio-cesarrazo@hotmail.com,97a11539-f994-4f4b-9252-85c25f05e297
"Dec 10, 2024",Bogotá,Tablet-Pro-16GB,1402.2,5,7011,Jacobo Centeno Vel√°zquez,ninosilvano@montano-rodriquez.com,495441f0-2d83-4d9c-aafc-5c80643ab7b5
10/14/2024,Medellín,Tablet-Estándar-8GB,214.72,3,644.16,Dr. Pedro Zapata,ursulamenchaca@hotmail.com,7413d048-5e1b-4043-9969-89781ce744b0
"Nov 20, 2024",Monterrey,Tablet-Pro-4GB,1017.27,1,1017.27,Dalia Sosa,monteroraul@yahoo.com,6b1218cd-9317-4016-8163-c9066aeb1992
11/21/2024,Monterrey,Auriculares-Bluetooth-4GB,1640.14,5,8200.7,Gilberto Mascare√±as,toledojacobo@olivo.biz,54fb7e8c-ef1d-4daf-815b-e5c1e7948ed3
11/17/2024,Cali,Auriculares-Con cable-32GB,793.37,2,1586.74,Diego Valdez,ana-marialomeli@santana.net,c9d412ed-c316-4612-a0d3-34580de6a8c0
12/23/2024,Bogotá,Auriculares-Bluetooth-4GB,861.73,5,4308.65,In√©s Meza Campos,mariano56@gmail.com,42475c68-ebdf-44e9-8ae2-152388b5d345
10/16/2024,Guadalajara,Tablet-Pro-16GB,2264.15,5,11320.75,Abel Emilio Robledo,trevinoisaac@hotmail.com,1a70ed1b-c3d7-4e03-b54a-3308b332ece5
5/10/2024,Bogotá,Auriculares-Con cable-32GB,226.25,2,,Judith Jos√© Eduardo Zaragoza,gutierrezarturo@medina-vasquez.com,6a60671f-259c-41c8-b7d6-e1848e4ca004
12/19/2024,Medellín,Tablet-Pro-8GB,720.31,3,2160.93,Elsa Alonso Almanza,felix81@madrid-samaniego.com,d7b9f594-a51e-4402-948d-437dc2679714
11/19/2024,Medellín,Teléfono-Gama media-4GB,1620.89,3,4862.67,Isabel Quiroz,riverocynthia@laboratorios.org,9ed12598-d607-406c-a92d-66e498a65727
"Nov 7, 2024",Bogotá,Tablet-Pro-8GB,1912.83,2,3825.66,Ram√≥n Godoy,yolanda26@montemayor.biz,e686ffbf-1106-4e80-9c74-30ed3ca60174
11/28/2024,Monterrey,Laptop-Oficina-4GB,1168.3,3,3504.9,Santiago Perla Carrero,maderaoliver@yahoo.com,6a2ef805-75fa-4c53-b30f-57c35a82c2a4
11/12/2024,Cali,Teléfono-Gama media-32GB,1281.78,3,3845.34,Eduardo Benav√≠dez Leal,mariana08@jurado.org,710a2493-760b-4c29-8181-ee456d867a10
5/10/2024,Cali,Auriculares-Con cable-16GB,1656.61,3,4969.83,Pamela Dalia Hinojosa,matiasmiguel@gmail.com,402dc8b0-1539-48cc-8e45-054961cea52f
11/17/2024,Cali,Tablet-Mini-32GB,2030.7,2,4061.4,Caridad Alvarado,geronimoalmonte@hotmail.com,0290472b-3bf5-4451-95ed-11349e543e25
11/24/2024,Cali,Laptop-Oficina-16GB,649.99,2,1299.98,Ing. Bruno Miranda,villarealana-luisa@aviles.org,2a34b394-3a83-4acf-a98b-738080cc0de3
10/15/2024,Medellín,Tablet-Mini-4GB,68,3,204,Mariana Jer√≥nimo Partida Tejeda,cristobal02@frias-mojica.biz,50843e6d-c79e-434b-87b9-c3050b4bcc8f
10/23/2024,Guadalajara,Tablet-Pro-16GB,348.21,5,1741.05,Patricio Narv√°ez Holgu√≠n,tiradoberta@yahoo.com,467ff27d-c3d7-4928-bade-34474e2a754a
12/11/2024,Monterrey,Tablet-Mini-32GB,782.8,2,1565.6,Ing. Jos√© Benav√≠dez,cejamarisol@proyectos.com,eb22a1ca-e765-4386-9637-b65cff10da6f
11/13/2024,Ciudad de M√©xico,Tablet-Pro-32GB,2393.92,3,7181.76,Marcela Augusto Baca,luisromo@grupo.org,213520c6-9cb7-434b-bd54-ffac25a0f0c9
6/12/2024,Medellín,Tel√©fono-Gama media-8GB,825.08,4,3300.32,Ivonne Olivia Cazares,nnegron@valles-ulloa.net,1d2a3f24-e05a-4249-8b6d-8695ae2cf4c0
2/12/2024,Medellín,Auriculares-Con cable-32GB,2323.09,1,2323.09,Omar Alicia Mendoza Barrientos,jacobo82@gmail.com,67b34291-ecc9-476a-bf0b-8643f28dc5e3
10/24/2024,Monterrey,Auriculares-Bluetooth-32GB,1518.43,5,7592.15,Esperanza Dom√≠nguez,eveliz@verdugo-covarrubias.com,159a0e2b-f468-4295-9e69-b0d9dd79d890
3/11/2024,Medellín,Tablet-Mini-4GB,1779.15,5,8895.75,Salvador Bahena,marisela80@gmail.com,d7706a15-f812-457c-8d85-83d2a2d32412
11/14/2024,Guadalajara,Auriculares-Con cable-32GB,1051.49,3,3154.47,Marisol Lucio Perea,helenanaranjo@roybal.org,43e6f253-5964-4977-b9a4-0e5736909a2d
"Mar 09, 2024",Tulum,Laptop-Ultraliviana-16GB,1014.61,2,2029.22,Lic. Celia Madrid,canalesjose-maria@industrias.com,d316fe37-6f89-4145-b9d0-9c1a80acf0c5
5/10/2024,Bogotá,Teléfono-Gama media-16GB,1745,5,8725,Sonia Nancy Burgos,israel86@hotmail.com,ffc0eaa2-dede-4a7c-951e-989249dddf91
11/22/2024,Monterrey,Teléfono-Gama alta-4GB,1273.61,4,5094.44,Ernesto Cavazos,eloisaaragon@candelaria.org,1c737d8d-798a-48ec-948e-46c132c3393f
6/10/2024,Monterrey,Tel√©fono-Gama media-8GB,1361.77,2,2723.54,Samuel Alonzo,hernandesjos@laboratorios.com,fc5fb02d-66ba-4eb7-8c96-53c743ac52e7
12/15/2024,Monterrey,Teléfono-Gama baja-16GB,1710.52,2,3421.04,Rafa√©l Gerardo Serrato,ballesterosvioleta@gallardo-jiminez.biz,f778848a-1ec7-484b-a619-98ff8730961f
11/26/2024,Ciudad de M√©xico,Auriculares-Cancelación de ruido-4GB,412.36,4,1649.44,Trinidad Holgu√≠n Bustamante,uarroyo@manzanares.biz,009ae06d-cf99-467d-9ca4-a01697f72e27
8/10/2024,Cali,Tablet-Estándar-32GB,718.45,1,718.45,Ing. Rosa God√≠nez,eloytellez@badillo.com,c2fdb9cb-b220-4f3e-952f-61a657955f70
11/16/2024,Bogotá,Laptop-Oficina-16GB,1141.88,5,5709.4,Alvaro Ontiveros,elvira02@hotmail.com,f04eeda0-c720-4430-b322-240c09bd8019
7/12/2024,Bogotá,Tablet-Pro-32GB,345.81,3,1037.43,√Ångel Bruno Pe√±a Ulibarri,enriquepulido@yahoo.com,9929413b-4955-42b3-b759-d93919a6a2c6
8/11/2024,Bogotá,Laptop-Gaming-4GB,1602.14,5,8010.7,Cecilia Abelardo Soto Quintana,mariselapalomo@gmail.com,36802342-00cd-4228-8e94-cc30c83b0652
12/11/2024,Guadalajara,Auriculares-Con cable-4GB,1198.31,3,3594.93,Alma Paola Godoy,amadorzoe@proyectos.info,e9aad92b-b3bc-438a-9893-00066fab9810
3/12/2024,Monterrey,Auriculares-Cancelación de ruido-4GB,633.09,3,1899.27,Sr(a). Marisol Mota,barbara08@hotmail.com,c7d6ecb9-b4e6-44ac-bf56-caf4c24db02f
10/24/2024,Bogotá,Tablet-Pro-8GB,2100.84,5,10504.2,Sr(a). Carlota T√≥rrez,camilapuente@hotmail.com,32958c32-9158-41e9-a53a-1fc911df997a
12/27/2024,Cali,Auriculares-Cancelación de ruido-4GB,2263.78,5,11318.9,Pamela Homero Arreola Godoy,carolina12@valdes.com,7a049296-c624-4bff-8f06-3b6b06011495
10/20/2024,Tulum,Laptop-Ultraliviana-8GB,1840.11,1,1840.11,Mtro. Bianca Mayorga,maganafabiola@hinojosa-meraz.com,028c3012-bbb3-43aa-964f-69aba65f05aa
4/10/2024,Ciudad de M√©xico,Auriculares-Con cable-4GB,2008.39,4,8033.56,Horacio Emilio Espinosa Padr√≥n,marcosarmendariz@yahoo.com,93adef20-4cdb-4207-bbba-d4412eb8840b
11/13/2024,Monterrey,Auriculares-Con cable-32GB,724.54,5,3622.7,Israel Paredes,josefinacarrero@zavala.com,448e14d0-eae1-4771-8c1c-dd1f4ea21088
2/12/2024,Ciudad de M√©xico,Teléfono-Gama baja-8GB,1923.49,5,9617.45,Ignacio Guzm√°n Borrego,rolandorendon@proyectos.com,fd338d3a-d67f-4c10-bd09-55bbc6c310d1
11/19/2024,Ciudad de M√©xico,Teléfono-Gama media-4GB,653.09,4,2612.36,Margarita Guadalupe Ceja,pvaca@padilla-calderon.com,077fd234-6153-410d-a149-184f01f2e37a
6/10/2024,Ciudad de M√©xico,Tablet-Mini-16GB,627.66,1,627.66,Uriel Tafoya Lucio,reynaldo40@hotmail.com,89765ca7-1472-4672-b556-1f836ca9eae7
6/10/2024,Ciudad de M√©xico,Auriculares-Con cable-32GB,1194.62,5,5973.1,Salma Vega,florencia80@urrutia.info,01e64b83-374e-4aac-8ea2-166257f545a7
10/18/2024,Bogotá,Teléfono-Gama alta-16GB,169.21,3,507.63,Hermelinda Clemente Sisneros,citlaliramos@roque-velasco.biz,af40dcd7-913c-4661-9539-8e5b477bae0b
10/20/2024,CIUDAD DE M√âXICO,Laptop-Ultraliviana-32GB,2081.9,1,2081.9,Esperanza Victoria Rend√≥n,ortaasuncion@laboratorios.org,b3ac9ad7-3336-45ee-8e9c-45dd90295e61
10/23/2024,Ciudad de M√©xico,Laptop-Oficina-16GB,324.46,2,648.92,Israel Barrag√°n,barbara76@hotmail.com,0cede563-5f38-42bf-93ca-f67930084cf1
11/18/2024,Bogotá,Tablet-Estándar-8GB,1178.53,2,2357.06,Bernab√© Colunga Cordero,overa@hotmail.com,a0229848-67ee-4a81-b13f-f722ded36349
3/12/2024,Guadalajara,Auriculares-Bluetooth-16GB,2196.48,5,10982.4,Agust√≠n Dalia Rojo,natalia46@baeza-gurule.org,c0cd7087-1cf5-4a4a-88c0-5880b8793c33
8/10/2024,Ciudad de M√©xico,Laptop-Oficina-16GB,1527.82,3,4583.46,Salma Rosas Pedroza,ana04@corporacin.com,21abf1f9-c019-42cc-a2fd-e17bdaa99242
8/11/2024,Medellín,Tablet-Mini-16GB,1213.49,1,1213.49,Jaime Esmeralda M√°rquez Ayala,teresasantiago@proyectos.org,6eb13480-9450-4caa-8024-32e6e36c12ab
10/29/2024,Bogotá,Teléfono-Gama alta-32GB,288.29,3,864.87,Paulina Garibay Gracia,eugenio94@yahoo.com,3c957274-31de-4637-8c46-828eb2c095e9
12/29/2024,Guadalajara,Laptop-Ultraliviana-4GB,1006.61,4,4026.44,Zeferino Le√≥n,trujilloalonso@gmail.com,b7681cb8-fbde-4312-ba1b-0c772e149e82
3/12/2024,Monterrey,Tablet-Mini-16GB,1388.37,3,4165.11,Concepci√≥n Colunga,silvanozavala@gmail.com,b1d25534-830a-470d-a41f-2a8ac404b047
11/10/2024,Cali,Teléfono-Gama baja-16GB,2114.99,1,2114.99,Lic. Pedro Jasso,forosco@mesa.biz,dd6c8ba4-bdce-4e89-8a25-248a85e34e96
12/17/2024,Cali,Auriculares-Cancelación de ruido-4GB,1627.59,1,1627.59,Blanca Juan Carlos Sisneros,ariadna06@espino.org,1a8c7e9d-606f-43dc-9e8a-38707414cb60
2/10/2024,Bogotá,Tablet-Pro-32GB,1385.54,2,2771.08,Mtro. Mar√≠a Cristina Bernal,raquelhernandez@yahoo.com,9fea2180-a947-4e2f-b6c9-5371f9bac38e
10/29/2024,Cali,Tablet-Mini-4GB,1164.32,3,3492.96,Olga Evelio Solorio,isabela60@hotmail.com,a54ade2d-7062-4dcd-a41a-a92c117729ad
11/10/2024,Ciudad de M√©xico,Teléfono-Gama alta-32GB,169.2,3,507.6,Lic. Patricia Feliciano,pcruz@zelaya.com,b9c6fc20-68c7-453f-b881-23c480cd6bd2
11/19/2024,Ciudad de M√©xico,Laptop-Oficina-4GB,1057.56,5,5287.8,Diego Benito Ramos Galv√°n,pilarpena@gmail.com,557a8a9d-fb81-41f2-9c1e-7c5651463eae
12/22/2024,Monterrey,Teléfono-Gama media-32GB,1567.55,3,4702.65,Ing. David Valencia,wmolina@yahoo.com,f3c3146d-5022-4c1a-8a7c-38632c504802
11/12/2024,Bogotá,Tablet-Pro-16GB,2012.81,4,8051.24,Elena Guardado Enr√≠quez,carolina73@gmail.com,a406d85a-6020-4738-b3ed-53d680678126
10/26/2024,Bogotá,Auriculares-Bluetooth-16GB,2101.18,4,8404.72,Wendolin Elvia Osorio Gallardo,camilareyes@yahoo.com,b530707f-4d7d-4afc-bde4-e36c5328a487
12/21/2024,Cali,Laptop-Ultraliviana-4GB,2008.78,5,10043.9,Francisco Javier Blanca Serrato,montanezluis-miguel@industrias.com,688bf8b0-b0ea-4f26-96a2-bf0bf26b0c06
10/31/2024,Bogotá,Laptop-Ultraliviana-8GB,1451.3,2,2902.6,Violeta Celia Valverde,silvano66@proyectos.com,60d8025a-b531-49e9-a8a9-cc068cf74685
10/14/2024,Guadalajara,Laptop-Gaming-16GB,1291.39,3,3874.17,Mtro. Salma de la Garza,ana-luisa49@otero.org,40b3bbac-c623-4647-a606-b5af9a39c69f
11/29/2024,Cali,Laptop-Ultraliviana-4GB,1083.91,3,3251.73,Ofelia Francisco Javier Rojas,reinasegovia@hotmail.com,915c486d-4ef1-4e6b-953c-b179a8d2ba80
1/11/2024,Bogotá,Teléfono-Gama media-32GB,1181.12,3,3543.36,Miguel Mariana Murillo Carrera,rubynevarez@hotmail.com,46e7ea20-4ea9-4a4d-a9d0-fe7ff0edc16b
11/13/2024,Ciudad de M√©xico,Auriculares-Cancelación de ruido-8GB,1665.73,2,3331.46,Lorenzo Collado Gast√©lum,lorena10@gmail.com,ad71df5b-e541-4c69-a100-86824806dfcc
3/11/2024,Guadalajara,Tablet-Estándar-32GB,1083.6,1,1083.6,Guadalupe Vanesa Navarro,reynaangelica@yahoo.com,6a4bb496-8bb3-4227-aa74-8a7d94a78dd5
11/10/2024,Cali,Auriculares-Cancelación de ruido-4GB,1614.84,3,4844.52,Fidel Celia Roque Vallejo,gamezjonas@estevez.org,b2ccd416-d146-4511-9bd6-7eb3bd7333c6
10/24/2024,Cali,Teléfono-Gama baja-32GB,1261.22,2,2522.44,Lilia B√©tancourt Parra,martha43@gmail.com,5a5c3350-ddcf-484e-8349-4b078818dfc5
10/15/2024,Cali,Teléfono-Gama baja-32GB,571.73,4,2286.92,Alma Galv√°n,magdalena44@industrias.com,bddbebd3-8d7c-4f54-b99a-707a32de78d9
12/26/2024,Medellín,Auriculares-Cancelación de ruido-4GB,1056.48,4,4225.92,Marisela Preciado,roblesmanuel@gmail.com,3cd2ba34-59ca-4654-b969-558904dc2456
6/11/2024,Medellín,Teléfono-Gama baja-4GB,292.81,5,1464.05,Jos√© Manu√©l Lebr√≥n Peralta,horacioguajardo@hotmail.com,f72dc1de-5d72-4f3f-b45b-348ffb8c50ea
10/11/2024,Medellín,Auriculares-Con cable-8GB,2085.29,1,2085.29,Eugenio Juana Orta Chapa,marco-antoniorosado@grupo.org,3786d3a2-e035-4239-845a-3dce8eca0b61
11/30/2024,Monterrey,Tablet-Estándar-4GB,206.29,4,825.16,Jos√© Eduardo Conchita Barrientos Pulido,hector75@despacho.org,45b7faf6-5799-4708-8c79-9b6b478ccfc3
1/11/2024,Bogotá,Tablet-Pro-32GB,271.04,4,1084.16,Jaqueline D√°vila,irizarrymaria-teresa@gmail.com,102c4aaf-9bcf-4c52-b93a-cf8ec01c2ab6
4/10/2024,Cali,Tablet-Mini-16GB,1770.13,1,1770.13,Fabiola Tamayo,pespinosa@hotmail.com,ea922216-7953-46a5-b039-73b0459c6adf
12/23/2024,Bogotá,Auriculares-Bluetooth-8GB,988.8,5,4944,Mauricio Jos√© Luis Arroyo Mascare√±as,cristalfernandez@avalos-puga.org,f10d9e5e-78e5-42f9-984f-478745f93fb9
11/11/2024,GUADALAJARA,Tablet-Estándar-16GB,1170.2,1,1170.2,Eva Rivas Gallardo,lpacheco@yahoo.com,5d5d2fc9-2318-4ab5-b209-bb096e9dc1a1
10/24/2024,Cali,Auriculares-Con cable-32GB,2418.11,1,2418.11,Luisa Gilberto Trujillo,rolando62@hotmail.com,62a79a02-2ff5-4434-a42e-150fc8d403dd
2/12/2024,Guadalajara,Laptop-Ultraliviana-32GB,1639.83,4,6559.32,Dr. Sessa Barrag√°n,gmonroy@yahoo.com,b1db7db2-5c54-40de-8504-0fd6675da8c4
11/13/2024,Bogotá,Tablet-Mini-4GB,1373.32,1,1373.32,Amanda B√°ez,zamudiooswaldo@rosales.com,a7dfe4eb-5eeb-4472-bdee-bc2113869dcc
9/10/2024,Medellín,Auriculares-Cancelación de ruido-4GB,825.4,4,3301.6,Ilse Lozada,mateomauricio@garica.org,cebd42be-c5fb-495b-b850-22b67d7d538d
10/23/2024,Cali,Laptop-Oficina-8GB,796.3,4,3185.2,Ing. Elsa Prieto,marisol14@maestas.com,4143d835-b0c6-4920-b3a2-df5339be92e0
11/17/2024,Cali,Tablet-Mini-8GB,2127.13,1,2127.13,Ing. Zacar√≠as Galv√°n,abrillemus@hotmail.com,de4c96f0-b965-4289-ab99-9976cb8ce9b5
10/15/2024,Bogotá,Auriculares-Con cable-32GB,2009.75,2,4019.5,Lic. Santiago Montenegro,onavarro@proyectos.com,a65e1da8-d4c4-4925-b15a-eefb65f84daa
"Nov 7, 2024",Monterrey,Teléfono-Gama alta-8GB,634.44,4,2537.76,Amador Juan Tafoya Hinojosa,jose-emiliovillanueva@hotmail.com,95d058cf-b6bc-4829-8814-0306aba9f164
9/10/2024,Bogotá,Tablet-Estándar-4GB,2452.44,3,7357.32,Francisco Vald√©s Becerra,adannoriega@melgar-rico.info,67cc5c65-25a9-43f0-a481-eb602e83758e
7/12/2024,Bogotá,Auriculares-Con cable-16GB,460.39,5,2301.95,Sergio Vel√°squez,bserrano@hotmail.com,89938fb6-bb60-475d-8eb2-dfedd5f150fe
9/10/2024,Cali,Tablet-Estándar-8GB,,3,796.92,Mtro. Rodolfo Maga√±a,gloria78@tello.org,5c34f35e-07c8-42f7-9b9a-3bcaed3fe12c
12/18/2024,Medellín,Auriculares-Bluetooth-16GB,564.58,4,2258.32,Claudio Anguiano Su√°rez,cintronmanuel@gmail.com,f8f7bac5-22e3-4fcd-8c93-90375d23c11b
3/10/2024,Medellín,Laptop-Gaming-4GB,1265.56,5,6327.8,Pedro √ìliver de la Rosa,aldonza88@hotmail.com,3e1cb7d4-91f8-411b-bc26-a8e0b4391db9
